video_name,video_path,action,label
v_BodyWeightSquats_g11_c03,BodyWeightSquats/v_BodyWeightSquats_g11_c03.avi,BodyWeightSquats,0
v_BodyWeightSquats_g16_c04,BodyWeightSquats/v_BodyWeightSquats_g16_c04.avi,BodyWeightSquats,0
v_BodyWeightSquats_g09_c01,BodyWeightSquats/v_BodyWeightSquats_g09_c01.avi,BodyWeightSquats,0
v_BodyWeightSquats_g16_c02,BodyWeightSquats/v_BodyWeightSquats_g16_c02.avi,BodyWeightSquats,0
v_BodyWeightSquats_g24_c01,BodyWeightSquats/v_BodyWeightSquats_g24_c01.avi,BodyWeightSquats,0
v_BodyWeightSquats_g25_c01,BodyWeightSquats/v_BodyWeightSquats_g25_c01.avi,BodyWeightSquats,0
v_BodyWeightSquats_g20_c01,BodyWeightSquats/v_BodyWeightSquats_g20_c01.avi,BodyWeightSquats,0
v_BodyWeightSquats_g20_c04,BodyWeightSquats/v_BodyWeightSquats_g20_c04.avi,BodyWeightSquats,0
v_BodyWeightSquats_g23_c03,BodyWeightSquats/v_BodyWeightSquats_g23_c03.avi,BodyWeightSquats,0
v_BodyWeightSquats_g16_c01,BodyWeightSquats/v_BodyWeightSquats_g16_c01.avi,BodyWeightSquats,0
v_BodyWeightSquats_g08_c02,BodyWeightSquats/v_BodyWeightSquats_g08_c02.avi,BodyWeightSquats,0
v_BodyWeightSquats_g22_c03,BodyWeightSquats/v_BodyWeightSquats_g22_c03.avi,BodyWeightSquats,0
v_BodyWeightSquats_g07_c03,BodyWeightSquats/v_BodyWeightSquats_g07_c03.avi,BodyWeightSquats,0
v_BodyWeightSquats_g20_c05,BodyWeightSquats/v_BodyWeightSquats_g20_c05.avi,BodyWeightSquats,0
v_BodyWeightSquats_g25_c07,BodyWeightSquats/v_BodyWeightSquats_g25_c07.avi,BodyWeightSquats,0
v_BodyWeightSquats_g18_c02,BodyWeightSquats/v_BodyWeightSquats_g18_c02.avi,BodyWeightSquats,0
v_BodyWeightSquats_g09_c02,BodyWeightSquats/v_BodyWeightSquats_g09_c02.avi,BodyWeightSquats,0
v_BodyWeightSquats_g17_c03,BodyWeightSquats/v_BodyWeightSquats_g17_c03.avi,BodyWeightSquats,0
v_BodyWeightSquats_g22_c04,BodyWeightSquats/v_BodyWeightSquats_g22_c04.avi,BodyWeightSquats,0
v_BodyWeightSquats_g01_c02,BodyWeightSquats/v_BodyWeightSquats_g01_c02.avi,BodyWeightSquats,0
v_BodyWeightSquats_g03_c04,BodyWeightSquats/v_BodyWeightSquats_g03_c04.avi,BodyWeightSquats,0
v_BodyWeightSquats_g14_c02,BodyWeightSquats/v_BodyWeightSquats_g14_c02.avi,BodyWeightSquats,0
v_BodyWeightSquats_g07_c02,BodyWeightSquats/v_BodyWeightSquats_g07_c02.avi,BodyWeightSquats,0
v_BodyWeightSquats_g21_c01,BodyWeightSquats/v_BodyWeightSquats_g21_c01.avi,BodyWeightSquats,0
v_BodyWeightSquats_g15_c04,BodyWeightSquats/v_BodyWeightSquats_g15_c04.avi,BodyWeightSquats,0
v_BodyWeightSquats_g02_c01,BodyWeightSquats/v_BodyWeightSquats_g02_c01.avi,BodyWeightSquats,0
v_BodyWeightSquats_g21_c04,BodyWeightSquats/v_BodyWeightSquats_g21_c04.avi,BodyWeightSquats,0
v_BodyWeightSquats_g11_c04,BodyWeightSquats/v_BodyWeightSquats_g11_c04.avi,BodyWeightSquats,0
v_BodyWeightSquats_g17_c01,BodyWeightSquats/v_BodyWeightSquats_g17_c01.avi,BodyWeightSquats,0
v_BodyWeightSquats_g07_c01,BodyWeightSquats/v_BodyWeightSquats_g07_c01.avi,BodyWeightSquats,0
v_BodyWeightSquats_g04_c02,BodyWeightSquats/v_BodyWeightSquats_g04_c02.avi,BodyWeightSquats,0
v_BodyWeightSquats_g01_c04,BodyWeightSquats/v_BodyWeightSquats_g01_c04.avi,BodyWeightSquats,0
v_BodyWeightSquats_g17_c04,BodyWeightSquats/v_BodyWeightSquats_g17_c04.avi,BodyWeightSquats,0
v_BodyWeightSquats_g10_c02,BodyWeightSquats/v_BodyWeightSquats_g10_c02.avi,BodyWeightSquats,0
v_BodyWeightSquats_g18_c03,BodyWeightSquats/v_BodyWeightSquats_g18_c03.avi,BodyWeightSquats,0
v_BodyWeightSquats_g23_c02,BodyWeightSquats/v_BodyWeightSquats_g23_c02.avi,BodyWeightSquats,0
v_BodyWeightSquats_g05_c01,BodyWeightSquats/v_BodyWeightSquats_g05_c01.avi,BodyWeightSquats,0
v_BodyWeightSquats_g25_c02,BodyWeightSquats/v_BodyWeightSquats_g25_c02.avi,BodyWeightSquats,0
v_BodyWeightSquats_g02_c02,BodyWeightSquats/v_BodyWeightSquats_g02_c02.avi,BodyWeightSquats,0
v_BodyWeightSquats_g25_c04,BodyWeightSquats/v_BodyWeightSquats_g25_c04.avi,BodyWeightSquats,0
v_BodyWeightSquats_g21_c03,BodyWeightSquats/v_BodyWeightSquats_g21_c03.avi,BodyWeightSquats,0
v_BodyWeightSquats_g09_c07,BodyWeightSquats/v_BodyWeightSquats_g09_c07.avi,BodyWeightSquats,0
v_BodyWeightSquats_g10_c03,BodyWeightSquats/v_BodyWeightSquats_g10_c03.avi,BodyWeightSquats,0
v_BodyWeightSquats_g25_c03,BodyWeightSquats/v_BodyWeightSquats_g25_c03.avi,BodyWeightSquats,0
v_BodyWeightSquats_g12_c03,BodyWeightSquats/v_BodyWeightSquats_g12_c03.avi,BodyWeightSquats,0
v_BodyWeightSquats_g21_c02,BodyWeightSquats/v_BodyWeightSquats_g21_c02.avi,BodyWeightSquats,0
v_BodyWeightSquats_g12_c02,BodyWeightSquats/v_BodyWeightSquats_g12_c02.avi,BodyWeightSquats,0
v_BodyWeightSquats_g18_c01,BodyWeightSquats/v_BodyWeightSquats_g18_c01.avi,BodyWeightSquats,0
v_BodyWeightSquats_g12_c01,BodyWeightSquats/v_BodyWeightSquats_g12_c01.avi,BodyWeightSquats,0
v_BodyWeightSquats_g20_c02,BodyWeightSquats/v_BodyWeightSquats_g20_c02.avi,BodyWeightSquats,0
v_HandStandPushups_g24_c01,HandstandPushups/v_HandStandPushups_g24_c01.avi,HandstandPushups,1
v_HandStandPushups_g09_c04,HandstandPushups/v_HandStandPushups_g09_c04.avi,HandstandPushups,1
v_HandStandPushups_g25_c05,HandstandPushups/v_HandStandPushups_g25_c05.avi,HandstandPushups,1
v_HandStandPushups_g10_c02,HandstandPushups/v_HandStandPushups_g10_c02.avi,HandstandPushups,1
v_HandStandPushups_g19_c02,HandstandPushups/v_HandStandPushups_g19_c02.avi,HandstandPushups,1
v_HandStandPushups_g21_c02,HandstandPushups/v_HandStandPushups_g21_c02.avi,HandstandPushups,1
v_HandStandPushups_g01_c02,HandstandPushups/v_HandStandPushups_g01_c02.avi,HandstandPushups,1
v_HandStandPushups_g04_c03,HandstandPushups/v_HandStandPushups_g04_c03.avi,HandstandPushups,1
v_HandStandPushups_g04_c01,HandstandPushups/v_HandStandPushups_g04_c01.avi,HandstandPushups,1
v_HandStandPushups_g11_c06,HandstandPushups/v_HandStandPushups_g11_c06.avi,HandstandPushups,1
v_HandStandPushups_g18_c04,HandstandPushups/v_HandStandPushups_g18_c04.avi,HandstandPushups,1
v_HandStandPushups_g15_c04,HandstandPushups/v_HandStandPushups_g15_c04.avi,HandstandPushups,1
v_HandStandPushups_g07_c02,HandstandPushups/v_HandStandPushups_g07_c02.avi,HandstandPushups,1
v_HandStandPushups_g13_c07,HandstandPushups/v_HandStandPushups_g13_c07.avi,HandstandPushups,1
v_HandStandPushups_g01_c01,HandstandPushups/v_HandStandPushups_g01_c01.avi,HandstandPushups,1
v_HandStandPushups_g21_c03,HandstandPushups/v_HandStandPushups_g21_c03.avi,HandstandPushups,1
v_HandStandPushups_g22_c05,HandstandPushups/v_HandStandPushups_g22_c05.avi,HandstandPushups,1
v_HandStandPushups_g07_c04,HandstandPushups/v_HandStandPushups_g07_c04.avi,HandstandPushups,1
v_HandStandPushups_g02_c01,HandstandPushups/v_HandStandPushups_g02_c01.avi,HandstandPushups,1
v_HandStandPushups_g20_c05,HandstandPushups/v_HandStandPushups_g20_c05.avi,HandstandPushups,1
v_HandStandPushups_g10_c03,HandstandPushups/v_HandStandPushups_g10_c03.avi,HandstandPushups,1
v_HandStandPushups_g24_c02,HandstandPushups/v_HandStandPushups_g24_c02.avi,HandstandPushups,1
v_HandStandPushups_g17_c04,HandstandPushups/v_HandStandPushups_g17_c04.avi,HandstandPushups,1
v_HandStandPushups_g18_c05,HandstandPushups/v_HandStandPushups_g18_c05.avi,HandstandPushups,1
v_HandStandPushups_g07_c01,HandstandPushups/v_HandStandPushups_g07_c01.avi,HandstandPushups,1
v_HandStandPushups_g01_c03,HandstandPushups/v_HandStandPushups_g01_c03.avi,HandstandPushups,1
v_HandStandPushups_g03_c02,HandstandPushups/v_HandStandPushups_g03_c02.avi,HandstandPushups,1
v_HandStandPushups_g11_c03,HandstandPushups/v_HandStandPushups_g11_c03.avi,HandstandPushups,1
v_HandStandPushups_g03_c01,HandstandPushups/v_HandStandPushups_g03_c01.avi,HandstandPushups,1
v_HandStandPushups_g11_c04,HandstandPushups/v_HandStandPushups_g11_c04.avi,HandstandPushups,1
v_HandStandPushups_g06_c02,HandstandPushups/v_HandStandPushups_g06_c02.avi,HandstandPushups,1
v_HandStandPushups_g20_c03,HandstandPushups/v_HandStandPushups_g20_c03.avi,HandstandPushups,1
v_HandStandPushups_g17_c05,HandstandPushups/v_HandStandPushups_g17_c05.avi,HandstandPushups,1
v_HandStandPushups_g21_c01,HandstandPushups/v_HandStandPushups_g21_c01.avi,HandstandPushups,1
v_HandStandPushups_g18_c07,HandstandPushups/v_HandStandPushups_g18_c07.avi,HandstandPushups,1
v_HandStandPushups_g21_c06,HandstandPushups/v_HandStandPushups_g21_c06.avi,HandstandPushups,1
v_HandStandPushups_g09_c03,HandstandPushups/v_HandStandPushups_g09_c03.avi,HandstandPushups,1
v_HandStandPushups_g22_c03,HandstandPushups/v_HandStandPushups_g22_c03.avi,HandstandPushups,1
v_HandStandPushups_g25_c02,HandstandPushups/v_HandStandPushups_g25_c02.avi,HandstandPushups,1
v_HandStandPushups_g13_c01,HandstandPushups/v_HandStandPushups_g13_c01.avi,HandstandPushups,1
v_HandStandPushups_g13_c05,HandstandPushups/v_HandStandPushups_g13_c05.avi,HandstandPushups,1
v_HandStandPushups_g16_c07,HandstandPushups/v_HandStandPushups_g16_c07.avi,HandstandPushups,1
v_HandStandPushups_g16_c06,HandstandPushups/v_HandStandPushups_g16_c06.avi,HandstandPushups,1
v_HandStandPushups_g25_c01,HandstandPushups/v_HandStandPushups_g25_c01.avi,HandstandPushups,1
v_HandStandPushups_g14_c02,HandstandPushups/v_HandStandPushups_g14_c02.avi,HandstandPushups,1
v_HandStandPushups_g23_c02,HandstandPushups/v_HandStandPushups_g23_c02.avi,HandstandPushups,1
v_HandStandPushups_g03_c03,HandstandPushups/v_HandStandPushups_g03_c03.avi,HandstandPushups,1
v_HandStandPushups_g02_c04,HandstandPushups/v_HandStandPushups_g02_c04.avi,HandstandPushups,1
v_HandStandPushups_g06_c01,HandstandPushups/v_HandStandPushups_g06_c01.avi,HandstandPushups,1
v_HandStandPushups_g22_c04,HandstandPushups/v_HandStandPushups_g22_c04.avi,HandstandPushups,1
v_HandstandWalking_g06_c03,HandstandWalking/v_HandstandWalking_g06_c03.avi,HandstandWalking,2
v_HandstandWalking_g07_c05,HandstandWalking/v_HandstandWalking_g07_c05.avi,HandstandWalking,2
v_HandstandWalking_g13_c02,HandstandWalking/v_HandstandWalking_g13_c02.avi,HandstandWalking,2
v_HandstandWalking_g01_c02,HandstandWalking/v_HandstandWalking_g01_c02.avi,HandstandWalking,2
v_HandstandWalking_g02_c03,HandstandWalking/v_HandstandWalking_g02_c03.avi,HandstandWalking,2
v_HandstandWalking_g02_c04,HandstandWalking/v_HandstandWalking_g02_c04.avi,HandstandWalking,2
v_HandstandWalking_g10_c02,HandstandWalking/v_HandstandWalking_g10_c02.avi,HandstandWalking,2
v_HandstandWalking_g16_c01,HandstandWalking/v_HandstandWalking_g16_c01.avi,HandstandWalking,2
v_HandstandWalking_g22_c01,HandstandWalking/v_HandstandWalking_g22_c01.avi,HandstandWalking,2
v_HandstandWalking_g08_c03,HandstandWalking/v_HandstandWalking_g08_c03.avi,HandstandWalking,2
v_HandstandWalking_g16_c04,HandstandWalking/v_HandstandWalking_g16_c04.avi,HandstandWalking,2
v_HandstandWalking_g21_c04,HandstandWalking/v_HandstandWalking_g21_c04.avi,HandstandWalking,2
v_HandstandWalking_g25_c03,HandstandWalking/v_HandstandWalking_g25_c03.avi,HandstandWalking,2
v_HandstandWalking_g05_c02,HandstandWalking/v_HandstandWalking_g05_c02.avi,HandstandWalking,2
v_HandstandWalking_g04_c05,HandstandWalking/v_HandstandWalking_g04_c05.avi,HandstandWalking,2
v_HandstandWalking_g04_c04,HandstandWalking/v_HandstandWalking_g04_c04.avi,HandstandWalking,2
v_HandstandWalking_g22_c04,HandstandWalking/v_HandstandWalking_g22_c04.avi,HandstandWalking,2
v_HandstandWalking_g12_c03,HandstandWalking/v_HandstandWalking_g12_c03.avi,HandstandWalking,2
v_HandstandWalking_g23_c04,HandstandWalking/v_HandstandWalking_g23_c04.avi,HandstandWalking,2
v_HandstandWalking_g23_c02,HandstandWalking/v_HandstandWalking_g23_c02.avi,HandstandWalking,2
v_HandstandWalking_g08_c01,HandstandWalking/v_HandstandWalking_g08_c01.avi,HandstandWalking,2
v_HandstandWalking_g07_c03,HandstandWalking/v_HandstandWalking_g07_c03.avi,HandstandWalking,2
v_HandstandWalking_g23_c03,HandstandWalking/v_HandstandWalking_g23_c03.avi,HandstandWalking,2
v_HandstandWalking_g14_c01,HandstandWalking/v_HandstandWalking_g14_c01.avi,HandstandWalking,2
v_HandstandWalking_g07_c02,HandstandWalking/v_HandstandWalking_g07_c02.avi,HandstandWalking,2
v_HandstandWalking_g23_c01,HandstandWalking/v_HandstandWalking_g23_c01.avi,HandstandWalking,2
v_HandstandWalking_g17_c02,HandstandWalking/v_HandstandWalking_g17_c02.avi,HandstandWalking,2
v_HandstandWalking_g12_c04,HandstandWalking/v_HandstandWalking_g12_c04.avi,HandstandWalking,2
v_HandstandWalking_g22_c03,HandstandWalking/v_HandstandWalking_g22_c03.avi,HandstandWalking,2
v_HandstandWalking_g03_c01,HandstandWalking/v_HandstandWalking_g03_c01.avi,HandstandWalking,2
v_HandstandWalking_g25_c01,HandstandWalking/v_HandstandWalking_g25_c01.avi,HandstandWalking,2
v_HandstandWalking_g21_c01,HandstandWalking/v_HandstandWalking_g21_c01.avi,HandstandWalking,2
v_HandstandWalking_g22_c02,HandstandWalking/v_HandstandWalking_g22_c02.avi,HandstandWalking,2
v_HandstandWalking_g05_c01,HandstandWalking/v_HandstandWalking_g05_c01.avi,HandstandWalking,2
v_HandstandWalking_g18_c07,HandstandWalking/v_HandstandWalking_g18_c07.avi,HandstandWalking,2
v_HandstandWalking_g05_c05,HandstandWalking/v_HandstandWalking_g05_c05.avi,HandstandWalking,2
v_HandstandWalking_g14_c02,HandstandWalking/v_HandstandWalking_g14_c02.avi,HandstandWalking,2
v_HandstandWalking_g10_c01,HandstandWalking/v_HandstandWalking_g10_c01.avi,HandstandWalking,2
v_HandstandWalking_g05_c04,HandstandWalking/v_HandstandWalking_g05_c04.avi,HandstandWalking,2
v_HandstandWalking_g18_c03,HandstandWalking/v_HandstandWalking_g18_c03.avi,HandstandWalking,2
v_HandstandWalking_g04_c02,HandstandWalking/v_HandstandWalking_g04_c02.avi,HandstandWalking,2
v_HandstandWalking_g24_c01,HandstandWalking/v_HandstandWalking_g24_c01.avi,HandstandWalking,2
v_HandstandWalking_g10_c04,HandstandWalking/v_HandstandWalking_g10_c04.avi,HandstandWalking,2
v_HandstandWalking_g03_c02,HandstandWalking/v_HandstandWalking_g03_c02.avi,HandstandWalking,2
v_HandstandWalking_g12_c01,HandstandWalking/v_HandstandWalking_g12_c01.avi,HandstandWalking,2
v_HandstandWalking_g12_c02,HandstandWalking/v_HandstandWalking_g12_c02.avi,HandstandWalking,2
v_HandstandWalking_g20_c02,HandstandWalking/v_HandstandWalking_g20_c02.avi,HandstandWalking,2
v_HandstandWalking_g03_c04,HandstandWalking/v_HandstandWalking_g03_c04.avi,HandstandWalking,2
v_HandstandWalking_g05_c06,HandstandWalking/v_HandstandWalking_g05_c06.avi,HandstandWalking,2
v_HandstandWalking_g09_c04,HandstandWalking/v_HandstandWalking_g09_c04.avi,HandstandWalking,2
v_JumpRope_g22_c03,JumpRope/v_JumpRope_g22_c03.avi,JumpRope,4
v_JumpRope_g12_c03,JumpRope/v_JumpRope_g12_c03.avi,JumpRope,4
v_JumpRope_g25_c06,JumpRope/v_JumpRope_g25_c06.avi,JumpRope,4
v_JumpRope_g25_c02,JumpRope/v_JumpRope_g25_c02.avi,JumpRope,4
v_JumpRope_g03_c03,JumpRope/v_JumpRope_g03_c03.avi,JumpRope,4
v_JumpRope_g18_c07,JumpRope/v_JumpRope_g18_c07.avi,JumpRope,4
v_JumpRope_g13_c01,JumpRope/v_JumpRope_g13_c01.avi,JumpRope,4
v_JumpRope_g23_c02,JumpRope/v_JumpRope_g23_c02.avi,JumpRope,4
v_JumpRope_g11_c03,JumpRope/v_JumpRope_g11_c03.avi,JumpRope,4
v_JumpRope_g15_c04,JumpRope/v_JumpRope_g15_c04.avi,JumpRope,4
v_JumpRope_g16_c02,JumpRope/v_JumpRope_g16_c02.avi,JumpRope,4
v_JumpRope_g15_c01,JumpRope/v_JumpRope_g15_c01.avi,JumpRope,4
v_JumpRope_g05_c04,JumpRope/v_JumpRope_g05_c04.avi,JumpRope,4
v_JumpRope_g25_c05,JumpRope/v_JumpRope_g25_c05.avi,JumpRope,4
v_JumpRope_g17_c03,JumpRope/v_JumpRope_g17_c03.avi,JumpRope,4
v_JumpRope_g24_c03,JumpRope/v_JumpRope_g24_c03.avi,JumpRope,4
v_JumpRope_g21_c02,JumpRope/v_JumpRope_g21_c02.avi,JumpRope,4
v_JumpRope_g02_c05,JumpRope/v_JumpRope_g02_c05.avi,JumpRope,4
v_JumpRope_g07_c01,JumpRope/v_JumpRope_g07_c01.avi,JumpRope,4
v_JumpRope_g08_c05,JumpRope/v_JumpRope_g08_c05.avi,JumpRope,4
v_JumpRope_g06_c04,JumpRope/v_JumpRope_g06_c04.avi,JumpRope,4
v_JumpRope_g08_c03,JumpRope/v_JumpRope_g08_c03.avi,JumpRope,4
v_JumpRope_g03_c04,JumpRope/v_JumpRope_g03_c04.avi,JumpRope,4
v_JumpRope_g09_c04,JumpRope/v_JumpRope_g09_c04.avi,JumpRope,4
v_JumpRope_g02_c07,JumpRope/v_JumpRope_g02_c07.avi,JumpRope,4
v_JumpRope_g05_c02,JumpRope/v_JumpRope_g05_c02.avi,JumpRope,4
v_JumpRope_g01_c01,JumpRope/v_JumpRope_g01_c01.avi,JumpRope,4
v_JumpRope_g05_c01,JumpRope/v_JumpRope_g05_c01.avi,JumpRope,4
v_JumpRope_g01_c02,JumpRope/v_JumpRope_g01_c02.avi,JumpRope,4
v_JumpRope_g16_c03,JumpRope/v_JumpRope_g16_c03.avi,JumpRope,4
v_JumpRope_g04_c07,JumpRope/v_JumpRope_g04_c07.avi,JumpRope,4
v_JumpRope_g21_c07,JumpRope/v_JumpRope_g21_c07.avi,JumpRope,4
v_JumpRope_g14_c01,JumpRope/v_JumpRope_g14_c01.avi,JumpRope,4
v_JumpRope_g12_c01,JumpRope/v_JumpRope_g12_c01.avi,JumpRope,4
v_JumpRope_g22_c02,JumpRope/v_JumpRope_g22_c02.avi,JumpRope,4
v_JumpRope_g08_c04,JumpRope/v_JumpRope_g08_c04.avi,JumpRope,4
v_JumpRope_g21_c01,JumpRope/v_JumpRope_g21_c01.avi,JumpRope,4
v_JumpRope_g09_c03,JumpRope/v_JumpRope_g09_c03.avi,JumpRope,4
v_JumpRope_g16_c04,JumpRope/v_JumpRope_g16_c04.avi,JumpRope,4
v_JumpRope_g24_c06,JumpRope/v_JumpRope_g24_c06.avi,JumpRope,4
v_JumpRope_g16_c05,JumpRope/v_JumpRope_g16_c05.avi,JumpRope,4
v_JumpRope_g10_c02,JumpRope/v_JumpRope_g10_c02.avi,JumpRope,4
v_JumpRope_g25_c01,JumpRope/v_JumpRope_g25_c01.avi,JumpRope,4
v_JumpRope_g21_c05,JumpRope/v_JumpRope_g21_c05.avi,JumpRope,4
v_JumpRope_g20_c04,JumpRope/v_JumpRope_g20_c04.avi,JumpRope,4
v_JumpRope_g18_c05,JumpRope/v_JumpRope_g18_c05.avi,JumpRope,4
v_JumpRope_g15_c06,JumpRope/v_JumpRope_g15_c06.avi,JumpRope,4
v_JumpRope_g08_c06,JumpRope/v_JumpRope_g08_c06.avi,JumpRope,4
v_JumpRope_g10_c04,JumpRope/v_JumpRope_g10_c04.avi,JumpRope,4
v_JumpRope_g19_c01,JumpRope/v_JumpRope_g19_c01.avi,JumpRope,4
v_JumpingJack_g25_c07,JumpingJack/v_JumpingJack_g25_c07.avi,JumpingJack,3
v_JumpingJack_g17_c02,JumpingJack/v_JumpingJack_g17_c02.avi,JumpingJack,3
v_JumpingJack_g04_c01,JumpingJack/v_JumpingJack_g04_c01.avi,JumpingJack,3
v_JumpingJack_g12_c01,JumpingJack/v_JumpingJack_g12_c01.avi,JumpingJack,3
v_JumpingJack_g22_c04,JumpingJack/v_JumpingJack_g22_c04.avi,JumpingJack,3
v_JumpingJack_g05_c05,JumpingJack/v_JumpingJack_g05_c05.avi,JumpingJack,3
v_JumpingJack_g01_c05,JumpingJack/v_JumpingJack_g01_c05.avi,JumpingJack,3
v_JumpingJack_g10_c03,JumpingJack/v_JumpingJack_g10_c03.avi,JumpingJack,3
v_JumpingJack_g08_c04,JumpingJack/v_JumpingJack_g08_c04.avi,JumpingJack,3
v_JumpingJack_g23_c04,JumpingJack/v_JumpingJack_g23_c04.avi,JumpingJack,3
v_JumpingJack_g21_c04,JumpingJack/v_JumpingJack_g21_c04.avi,JumpingJack,3
v_JumpingJack_g01_c01,JumpingJack/v_JumpingJack_g01_c01.avi,JumpingJack,3
v_JumpingJack_g10_c01,JumpingJack/v_JumpingJack_g10_c01.avi,JumpingJack,3
v_JumpingJack_g14_c02,JumpingJack/v_JumpingJack_g14_c02.avi,JumpingJack,3
v_JumpingJack_g13_c02,JumpingJack/v_JumpingJack_g13_c02.avi,JumpingJack,3
v_JumpingJack_g04_c02,JumpingJack/v_JumpingJack_g04_c02.avi,JumpingJack,3
v_JumpingJack_g18_c03,JumpingJack/v_JumpingJack_g18_c03.avi,JumpingJack,3
v_JumpingJack_g05_c04,JumpingJack/v_JumpingJack_g05_c04.avi,JumpingJack,3
v_JumpingJack_g19_c04,JumpingJack/v_JumpingJack_g19_c04.avi,JumpingJack,3
v_JumpingJack_g13_c05,JumpingJack/v_JumpingJack_g13_c05.avi,JumpingJack,3
v_JumpingJack_g01_c04,JumpingJack/v_JumpingJack_g01_c04.avi,JumpingJack,3
v_JumpingJack_g13_c03,JumpingJack/v_JumpingJack_g13_c03.avi,JumpingJack,3
v_JumpingJack_g03_c01,JumpingJack/v_JumpingJack_g03_c01.avi,JumpingJack,3
v_JumpingJack_g18_c01,JumpingJack/v_JumpingJack_g18_c01.avi,JumpingJack,3
